pickup_community_area,fare,trip_start_month,trip_start_hour,trip_start_day,trip_start_timestamp,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_miles,pickup_census_tract,dropoff_census_tract,payment_type,company,trip_seconds,dropoff_community_area,tips
8,6.05,11,8,6,1416559500,41.892042136,-87.63186395,41.880994471,-87.632746489,0.9,,17031839100,Credit Card,Taxi Affiliation Services,360,32,2.0
8,4.85,2,16,5,1423152000,41.892042136,-87.63186395,41.880994471,-87.632746489,0.6,,17031839100,Cash,Taxi Affiliation Services,240,32,0.0
8,5.85,10,13,4,1413380700,41.892042136,-87.63186395,41.880994471,-87.632746489,0.8,,17031839100,Cash,,420,32,0.0
8,8.65,4,15,4,1427901300,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100,Cash,Blue Ribbon Taxi Association Inc.,840,32,0.0
8,5.75,12,15,4,1481123700,41.892042136,-87.63186395,41.880994471,-87.632746489,0.7,,17031839100,Cash,Dispatch Taxi Affiliation,360,32,0.0
8,4.65,8,7,5,1376551800,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100,Cash,Dispatch Taxi Affiliation,180,32,0.0
8,5.25,10,23,6,1412378100,41.892042136,-87.63186395,41.880994471,-87.632746489,1.1,,17031839100,Cash,Choice Taxi Association,240,32,0.0
8,7.65,10,4,5,1381379400,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100,Cash,Taxi Affiliation Services,540,32,0.0
8,5.65,12,12,2,1386592200,41.892042136,-87.63186395,41.880994471,-87.632746489,0.7,,17031839100,Cash,,360,32,0.0
8,5.05,8,15,4,1407944700,41.892042136,-87.63186395,41.880994471,-87.632746489,0.8,,17031839100,Cash,Dispatch Taxi Affiliation,240,32,0.0
8,4.45,12,8,6,1418371200,41.892042136,-87.63186395,41.880994471,-87.632746489,0.7,,17031839100,Cash,,120,32,0.0
8,8.25,6,8,3,1435653000,41.892042136,-87.63186395,41.880994471,-87.632746489,1.4,,17031839100,Credit Card,,780,32,2.0
8,7.05,3,17,3,1425403800,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100,Credit Card,Taxi Affiliation Services,600,32,2.0
8,5.05,7,15,5,1438271100,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100,Cash,Taxi Affiliation Services,300,32,0.0
8,6.05,2,9,6,1392975000,41.892042136,-87.63186395,41.880994471,-87.632746489,0.8,,17031839100,Cash,Choice Taxi Association,420,32,0.0
8,5.05,1,13,3,1421156700,41.892042136,-87.63186395,41.880994471,-87.632746489,0.7,,17031839100,Cash,Taxi Affiliation Services,240,32,0.0
8,7.65,6,8,3,1403599500,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100,Cash,Taxi Affiliation Services,660,32,0.0
8,4.65,6,12,1,1433680200,41.892042136,-87.63186395,41.880994471,-87.632746489,0.6,,17031839100,Credit Card,,180,32,0.0
8,4.65,1,10,7,1420280100,41.892042136,-87.63186395,41.880994471,-87.632746489,0.7,,17031839100,Cash,,180,32,0.0
8,3.85,8,6,2,1408344300,41.892042136,-87.63186395,41.880994471,-87.632746489,0.31,,17031839100,Credit Card,,120,32,1.0
8,6.45,4,7,3,1429602300,41.892042136,-87.63186395,41.880994471,-87.632746489,1.1,,17031839100,Credit Card,,420,32,2.0
8,6.45,4,11,6,1396611900,41.892042136,-87.63186395,41.880994471,-87.632746489,1.2,,17031839100,Cash,Dispatch Taxi Affiliation,420,32,0.0
8,5.25,12,7,6,1386920700,41.892042136,-87.63186395,41.880994471,-87.632746489,0.1,,17031839100,Cash,,240,32,0.0
8,6.85,5,12,5,1401366600,41.892042136,-87.63186395,41.880994471,-87.632746489,1.3,,17031839100,Cash,Taxi Affiliation Services,540,32,0.0
8,5.25,3,14,5,1394116200,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100,Cash,Taxi Affiliation Services,300,32,0.0
8,6.5,11,17,2,1478540700,41.892042136,-87.63186395,41.880994471,-87.632746489,0.0,,17031839100,Credit Card,Northwest Management LLC,420,32,2.0
8,6.65,2,17,4,1424281500,41.892042136,-87.63186395,41.880994471,-87.632746489,1.0,,17031839100,Cash,Dispatch Taxi Affiliation,540,32,0.0
8,4.45,11,0,3,1415664900,41.892042136,-87.63186395,41.880994471,-87.632746489,0.6,,17031839100,Cash,,120,32,0.0
8,7.05,8,11,4,1438775100,41.892042136,-87.63186395,41.880994471,-87.632746489,1.4,,17031839100,Cash,Taxi Affiliation Services,600,32,0.0
8,7.85,5,13,6,1401454800,41.892042136,-87.63186395,41.880994471,-87.632746489,1.7,,17031839100,Cash,,600,32,0.0
8,7.05,7,21,6,1405718100,41.892042136,-87.63186395,41.880994471,-87.632746489,1.4,,17031839100,Cash,Dispatch Taxi Affiliation,480,32,0.0
8,7.85,4,9,5,1398332700,41.892042136,-87.63186395,41.88528132,-87.6572332,1.7,,17031833000,Cash,Dispatch Taxi Affiliation,660,28,0.0
8,7.5,6,19,4,1467227700,41.892042136,-87.63186395,41.88528132,-87.6572332,1.4,,17031833000,Cash,,480,28,0.0
8,6.05,7,22,6,1374273000,41.892042136,-87.63186395,41.88528132,-87.6572332,0.0,,17031833000,Cash,Dispatch Taxi Affiliation,360,28,0.0
8,11.05,11,21,3,1385501400,41.892042136,-87.63186395,41.88528132,-87.6572332,3.3,,17031833000,Credit Card,,900,28,2.0
8,7.25,8,0,1,1472345100,41.892042136,-87.63186395,41.88528132,-87.6572332,1.6,,17031833000,Cash,,420,28,0.0
8,7.65,10,2,1,1443924000,41.892042136,-87.63186395,41.88528132,-87.6572332,2.0,,17031833000,Credit Card,KOAM Taxi Association,480,28,2.0
8,10.05,11,18,5,1384454700,41.892042136,-87.63186395,41.88528132,-87.6572332,0.0,,17031833000,Cash,Dispatch Taxi Affiliation,1080,28,0.0
8,6.25,6,0,6,1370565900,41.892042136,-87.63186395,41.88528132,-87.6572332,1.4,,17031833000,Cash,,360,28,0.0
8,6.25,12,16,4,1387385100,41.892042136,-87.63186395,41.88528132,-87.6572332,0.0,,17031833000,Cash,Blue Ribbon Taxi Association Inc.,420,28,0.0
8,9.05,1,20,5,1389300300,41.892042136,-87.63186395,41.912431869,-87.670189148,0.1,,17031240200,Cash,Taxi Affiliation Services,540,24,0.0
8,11.45,9,19,5,1379617200,41.892042136,-87.63186395,41.928945904,-87.66089257,3.8,,17031070500,Cash,,960,7,0.0
8,11.25,12,22,1,1419201000,41.892042136,-87.63186395,41.928945904,-87.66089257,3.8,,17031070500,Cash,,840,7,0.0
8,11.45,6,22,3,1434492900,41.892042136,-87.63186395,41.928945904,-87.66089257,3.6,,17031070500,Cash,,900,7,0.0
8,8.65,7,0,6,1404434700,41.892042136,-87.63186395,41.92926299,-87.635890954,2.5,,17031070101,Credit Card,Taxi Affiliation Services,600,7,3.0
8,12.25,7,22,4,1374098400,41.892042136,-87.63186395,41.92926299,-87.635890954,4.4,,17031070101,Cash,Choice Taxi Association,660,7,0.0
8,6.25,8,23,6,1376090100,41.892042136,-87.63186395,41.891971508,-87.612945414,0.0,,17031081402,Cash,Blue Ribbon Taxi Association Inc.,480,8,0.0
8,6.25,9,0,7,1380328200,41.892042136,-87.63186395,41.891971508,-87.612945414,0.0,,17031081402,Cash,Taxi Affiliation Services,480,8,0.0
8,6.45,12,13,7,1449320400,41.892042136,-87.63186395,41.891971508,-87.612945414,1.3,,17031081402,Cash,,600,8,0.0
8,6.05,2,15,2,1392650100,41.892042136,-87.63186395,41.891971508,-87.612945414,1.2,,17031081402,Cash,Taxi Affiliation Services,420,8,0.0
8,6.45,7,22,7,1405202400,41.892042136,-87.63186395,41.891971508,-87.612945414,0.9,,17031081402,Cash,,480,8,0.0
8,5.85,9,17,6,1441386900,41.892042136,-87.63186395,41.891971508,-87.612945414,0.0,,17031081402,Credit Card,Taxi Affiliation Services,360,8,3.0
8,26.85,5,11,5,1369307700,41.892042136,-87.63186395,41.891971508,-87.612945414,0.0,,17031081402,Cash,Dispatch Taxi Affiliation,2220,8,0.0
8,15.25,7,18,7,1373739300,41.892042136,-87.63186395,41.946294536,-87.654298084,4.8,,17031832000,Cash,Dispatch Taxi Affiliation,1440,6,0.0
8,12.45,4,2,1,1430015400,41.892042136,-87.63186395,41.946294536,-87.654298084,4.7,,17031832000,Credit Card,,720,6,2.0
8,9.05,12,0,1,1450570500,41.892042136,-87.63186395,41.921854911,-87.646210977,2.5,,17031071200,Cash,,660,7,0.0
8,18.05,2,21,6,1425073500,41.892042136,-87.63186395,41.797153425,-87.582365702,7.6,,17031410900,Cash,,960,41,0.0
8,6.65,2,23,5,1424992500,41.892042136,-87.63186395,41.907412816,-87.640901525,0.0,,17031080400,Cash,Blue Ribbon Taxi Association Inc.,420,8,0.0
8,12.85,8,22,1,1407708000,41.892042136,-87.63186395,41.943237122,-87.643470956,0.49,,17031061901,Cash,,660,6,0.0
8,11.85,6,2,1,1404009900,41.892042136,-87.63186395,41.936310131,-87.651562592,3.8,,17031063000,Credit Card,KOAM Taxi Association,960,6,2.35
8,9.45,5,19,4,1368647100,41.892042136,-87.63186395,41.906650766,-87.66533766,0.1,,17031241600,Cash,Blue Ribbon Taxi Association Inc.,540,24,0.0
8,9.44,8,0,1,1408233600,41.892042136,-87.63186395,41.879066994,-87.657005027,2.3,,17031833100,Cash,,540,28,0.0
8,7.05,12,2,7,1449886500,41.892042136,-87.63186395,41.879066994,-87.657005027,1.5,,17031833100,Cash,Dispatch Taxi Affiliation,420,28,0.0
8,8.25,5,0,6,1400805900,41.892042136,-87.63186395,41.879066994,-87.657005027,0.23,,17031833100,Cash,,600,28,0.0
8,6.85,11,20,5,1446754500,41.892042136,-87.63186395,41.879066994,-87.657005027,1.6,,17031833100,Credit Card,,420,28,2.0
8,7.25,12,21,4,1418851800,41.892042136,-87.63186395,41.879066994,-87.657005027,1.6,,17031833100,Cash,Dispatch Taxi Affiliation,540,28,0.0
8,3.65,11,17,6,1448643600,41.892042136,-87.63186395,41.900221297,-87.629105186,0.2,,17031081100,Credit Card,Taxi Affiliation Services,60,8,0.0
8,5.25,8,4,6,1375416000,41.892042136,-87.63186395,41.900221297,-87.629105186,0.0,,17031081100,Cash,Taxi Affiliation Services,240,8,0.0
8,5.25,8,18,3,1472580000,41.892042136,-87.63186395,41.900221297,-87.629105186,0.9,,17031081100,Cash,Choice Taxi Association,240,8,0.0
8,4.85,3,0,4,1426639500,41.892042136,-87.63186395,41.900221297,-87.629105186,0.0,,17031081100,Cash,Blue Ribbon Taxi Association Inc.,240,8,0.0
8,5.75,1,19,4,1452713400,41.892042136,-87.63186395,41.900221297,-87.629105186,0.0,,17031081100,Credit Card,Blue Ribbon Taxi Association Inc.,300,8,1.0
8,5.05,6,23,7,1370130300,41.892042136,-87.63186395,41.900221297,-87.629105186,0.0,,17031081100,Cash,Blue Ribbon Taxi Association Inc.,300,8,0.0
8,5.85,1,17,4,1421859600,41.892042136,-87.63186395,41.900221297,-87.629105186,0.9,,17031081100,Credit Card,,360,8,3.0
8,5.85,6,17,1,1403459100,41.892042136,-87.63186395,41.900221297,-87.629105186,0.8,,17031081100,Cash,,420,8,0.0
8,4.85,12,22,7,1449353700,41.892042136,-87.63186395,41.900221297,-87.629105186,0.6,,17031081100,Credit Card,Choice Taxi Association,240,8,2.0
8,5.05,2,3,2,1391397300,41.892042136,-87.63186395,41.900221297,-87.629105186,0.0,,17031081100,Cash,Taxi Affiliation Services,240,8,0.0
8,5.85,2,23,6,1393026300,41.892042136,-87.63186395,41.900221297,-87.629105186,0.9,,17031081100,Credit Card,Taxi Affiliation Services,360,8,2.0
8,5.05,10,21,5,1446153300,41.892042136,-87.63186395,41.900221297,-87.629105186,0.7,,17031081100,Cash,,240,8,0.0
8,11.25,9,23,7,1379200500,41.892042136,-87.63186395,41.911972301,-87.683642922,0.0,,17031240500,Cash,Choice Taxi Association,780,24,0.0
8,15.05,1,22,7,1390689900,41.892042136,-87.63186395,41.949220914,-87.651970395,0.3,,17031061000,Credit Card,Taxi Affiliation Services,960,6,3.0
8,14.05,3,2,7,1425695400,41.892042136,-87.63186395,41.949220914,-87.651970395,5.5,,17031061000,Cash,Choice Taxi Association,960,6,0.0
8,5.45,2,2,7,1391826600,41.892042136,-87.63186395,41.879255084,-87.642648998,1.0,,17031281900,Credit Card,Northwest Management LLC,240,28,3.0
8,7.45,12,17,3,1418147100,41.892042136,-87.63186395,41.879255084,-87.642648998,1.3,,17031281900,Cash,,660,28,0.0
8,7.25,9,22,4,1410992100,41.892042136,-87.63186395,41.879255084,-87.642648998,1.6,,17031281900,Credit Card,Taxi Affiliation Services,480,28,2.0
8,6.05,9,15,3,1441119600,41.892042136,-87.63186395,41.879255084,-87.642648998,1.2,,17031281900,Cash,Taxi Affiliation Services,360,28,0.0
8,7.45,4,10,2,1366020000,41.892042136,-87.63186395,41.879255084,-87.642648998,0.8,,17031281900,Credit Card,Dispatch Taxi Affiliation,600,28,3.0
8,7.05,12,7,2,1418023800,41.892042136,-87.63186395,41.879255084,-87.642648998,1.3,,17031281900,Credit Card,,480,28,2.0
8,6.05,8,14,5,1408629600,41.892042136,-87.63186395,41.879255084,-87.642648998,1.0,,17031281900,Credit Card,,420,28,2.0
8,5.85,7,11,6,1374234300,41.892042136,-87.63186395,41.879255084,-87.642648998,0.0,,17031281900,Credit Card,Blue Ribbon Taxi Association Inc.,360,28,2.0
8,7.05,3,18,5,1394130600,41.892042136,-87.63186395,41.879255084,-87.642648998,1.1,,17031281900,Cash,,600,28,0.0
8,5.85,10,7,6,1380871800,41.892042136,-87.63186395,41.879255084,-87.642648998,0.0,,17031281900,Cash,Taxi Affiliation Services,300,28,0.0
8,8.25,5,13,4,1401282900,41.892042136,-87.63186395,41.879255084,-87.642648998,1.5,,17031281900,Credit Card,,720,28,2.0
8,6.45,7,20,2,1404764100,41.892042136,-87.63186395,41.879255084,-87.642648998,1.1,,17031281900,Cash,Taxi Affiliation Services,420,28,0.0
8,7.45,9,9,4,1441184400,41.892042136,-87.63186395,41.879255084,-87.642648998,0.9,,17031281900,Cash,Taxi Affiliation Services,720,28,0.0
8,7.25,4,15,6,1397834100,41.892042136,-87.63186395,41.879255084,-87.642648998,1.0,,17031281900,Cash,,660,28,0.0
8,7.05,11,2,7,1385172000,41.892042136,-87.63186395,41.879255084,-87.642648998,0.0,,17031281900,Cash,Taxi Affiliation Services,480,28,0.0
8,6.85,6,15,6,1371827700,41.892042136,-87.63186395,41.879255084,-87.642648998,0.9,,17031281900,Cash,,540,28,0.0
8,8.05,11,21,7,1385240400,41.892042136,-87.63186395,41.902788048,-87.62614559,0.0,,17031081202,Cash,Taxi Affiliation Services,720,8,0.0
8,6.25,2,22,2,1393281900,41.892042136,-87.63186395,41.902788048,-87.62614559,1.2,,17031081202,Cash,,360,8,0.0
8,7.65,4,4,7,1366431300,41.892042136,-87.63186395,41.914585709,-87.645966207,0.0,,17031071800,Cash,Taxi Affiliation Services,480,7,0.0
8,11.05,12,19,6,1417806000,41.892042136,-87.63186395,41.914585709,-87.645966207,3.3,,17031071800,Credit Card,Dispatch Taxi Affiliation,1140,7,3.1
8,10.05,4,18,5,1396548900,41.892042136,-87.63186395,41.914585709,-87.645966207,2.3,,17031071800,Cash,,960,7,0.0
8,5.65,6,1,6,1370568600,41.892042136,-87.63186395,41.892072635,-87.628874157,0.1,,17031081600,Cash,Dispatch Taxi Affiliation,300,8,0.0
8,4.85,5,11,5,1401362100,41.892042136,-87.63186395,41.892072635,-87.628874157,0.0,,17031081600,Cash,Choice Taxi Association,240,8,0.0
8,4.85,12,15,1,1385910000,41.892042136,-87.63186395,41.892072635,-87.628874157,0.0,,17031081600,Credit Card,Blue Ribbon Taxi Association Inc.,240,8,2.0
8,5.25,7,21,7,1405200600,41.892042136,-87.63186395,41.892072635,-87.628874157,0.6,,17031081600,Cash,,360,8,0.0
8,4.05,6,20,7,1371933900,41.892042136,-87.63186395,41.892072635,-87.628874157,0.1,,17031081600,No Charge,Dispatch Taxi Affiliation,180,8,0.0
8,4.65,4,23,6,1365809400,41.892042136,-87.63186395,41.892072635,-87.628874157,0.0,,17031081600,Cash,Taxi Affiliation Services,240,8,0.0
8,4.45,8,0,7,1376699400,41.892042136,-87.63186395,41.892072635,-87.628874157,0.0,,17031081600,Cash,Dispatch Taxi Affiliation,240,8,0.0
8,5.65,9,11,4,1441193400,41.892042136,-87.63186395,41.892072635,-87.628874157,0.5,,17031081600,Credit Card,,480,8,2.0
8,4.05,9,22,4,1441838700,41.892042136,-87.63186395,41.892072635,-87.628874157,0.2,,17031081600,Cash,Dispatch Taxi Affiliation,180,8,0.0
8,4.25,2,18,5,1392919200,41.892042136,-87.63186395,41.892072635,-87.628874157,0.2,,17031081600,Cash,,180,8,0.0
8,5.05,10,1,1,1443922200,41.892042136,-87.63186395,41.892072635,-87.628874157,0.5,,17031081600,Cash,,300,8,0.0
8,16.65,6,2,7,1371867300,41.892042136,-87.63186395,41.942859303,-87.717503858,0.0,,17031831100,Cash,Dispatch Taxi Affiliation,840,21,0.0
8,11.65,5,18,5,1368728100,41.892042136,-87.63186395,41.89967018,-87.669837798,2.4,,17031242100,Credit Card,,1260,24,2.0
8,11.85,8,2,7,1408761900,41.892042136,-87.63186395,41.89967018,-87.669837798,3.7,,17031242100,Credit Card,Taxi Affiliation Services,960,24,2.95
8,7.85,10,2,1,1443924000,41.892042136,-87.63186395,41.89967018,-87.669837798,2.2,,17031242100,Cash,,420,24,0.0
8,12.65,3,0,7,1394843400,41.892042136,-87.63186395,41.912364354,-87.675062757,3.3,,17031240300,Cash,Taxi Affiliation Services,1320,24,0.0
8,11.85,6,22,7,1433629800,41.892042136,-87.63186395,41.912364354,-87.675062757,4.1,,17031240300,Credit Card,Choice Taxi Association,720,24,3.0
8,10.65,1,0,1,1358640900,41.892042136,-87.63186395,41.912364354,-87.675062757,0.0,,17031240300,Cash,Northwest Management LLC,660,24,0.0
8,9.65,6,1,7,1403918100,41.892042136,-87.63186395,41.885300022,-87.642808466,2.3,,17031280100,Cash,Taxi Affiliation Services,840,28,0.0
8,5.45,3,19,3,1393960500,41.892042136,-87.63186395,41.885300022,-87.642808466,0.5,,17031280100,Cash,Dispatch Taxi Affiliation,360,28,0.0
8,5.45,4,16,5,1430409600,41.892042136,-87.63186395,41.885300022,-87.642808466,0.9,,17031280100,Cash,,360,28,0.0
8,5.45,2,19,5,1423163700,41.892042136,-87.63186395,41.885300022,-87.642808466,0.7,,17031280100,Credit Card,,360,28,3.0
8,4.65,4,23,3,1429659900,41.892042136,-87.63186395,41.885300022,-87.642808466,0.6,,17031280100,Cash,Taxi Affiliation Services,180,28,0.0
8,5.85,6,22,4,1403129700,41.892042136,-87.63186395,41.885300022,-87.642808466,0.0,,17031280100,Cash,Blue Ribbon Taxi Association Inc.,420,28,0.0
8,6.25,11,14,4,1384353900,41.892042136,-87.63186395,41.885300022,-87.642808466,1.0,,17031280100,Cash,Taxi Affiliation Services,540,28,0.0
8,5.75,2,21,2,1454966100,41.892042136,-87.63186395,41.885300022,-87.642808466,0.9,,17031280100,Cash,Taxi Affiliation Services,240,28,0.0
8,5.65,2,1,2,1391995800,41.892042136,-87.63186395,41.885300022,-87.642808466,1.1,,17031280100,Cash,,300,28,0.0
8,7.25,2,1,6,1393549200,41.892042136,-87.63186395,41.885300022,-87.642808466,1.7,,17031280100,Credit Card,Dispatch Taxi Affiliation,480,28,1.05
8,5.85,4,15,6,1429888500,41.892042136,-87.63186395,41.885300022,-87.642808466,1.0,,17031280100,Cash,Dispatch Taxi Affiliation,300,28,0.0
8,6.45,8,23,4,1408575600,41.892042136,-87.63186395,41.909495669,-87.630963601,0.0,,17031080201,Cash,Taxi Affiliation Services,360,8,0.0
8,8.45,10,22,3,1413324000,41.892042136,-87.63186395,41.909495669,-87.630963601,0.0,,17031080201,Cash,Taxi Affiliation Services,540,8,0.0
8,11.45,5,18,6,1368814500,41.892042136,-87.63186395,41.899445769,-87.68931919,3.4,,17031242500,Cash,,1020,24,0.0
8,15.65,5,0,3,1400546700,41.892042136,-87.63186395,41.952822916,-87.653243992,6.8,,17031832100,Credit Card,Blue Ribbon Taxi Association Inc.,720,6,2.35
8,5.25,10,15,4,1444836600,41.892042136,-87.63186395,41.89503345,-87.619710672,0.0,,17031081401,Credit Card,Taxi Affiliation Services,240,8,3.0
8,12.65,12,6,6,1449813600,41.892042136,-87.63186395,41.89503345,-87.619710672,5.1,,17031081401,Credit Card,,600,8,2.53
8,5.5,7,9,4,1469006100,41.892042136,-87.63186395,41.89503345,-87.619710672,0.8,,17031081401,Credit Card,Taxi Affiliation Services,240,8,3.0
8,5.85,6,12,7,1434197700,41.892042136,-87.63186395,41.89503345,-87.619710672,1.0,,17031081401,Credit Card,,360,8,1.0
8,6.85,10,20,7,1381610700,41.892042136,-87.63186395,41.870607372,-87.622172937,0.0,,17031320600,Cash,Northwest Management LLC,480,32,0.0
8,7.45,12,21,7,1419714900,41.892042136,-87.63186395,41.870607372,-87.622172937,1.6,,17031320600,Cash,Northwest Management LLC,600,32,0.0
8,7.65,8,20,5,1408048200,41.892042136,-87.63186395,41.870607372,-87.622172937,1.6,,17031320600,Credit Card,Taxi Affiliation Services,660,32,2.0
8,8.5,3,0,4,1458691200,41.892042136,-87.63186395,41.870607372,-87.622172937,0.0,,17031320600,Cash,Blue Ribbon Taxi Association Inc.,480,32,0.0
8,7.65,8,3,6,1408073400,41.892042136,-87.63186395,41.870607372,-87.622172937,1.6,,17031320600,Credit Card,Top Cab Affiliation,600,32,3.0
8,7.25,4,0,1,1396742400,41.892042136,-87.63186395,41.870607372,-87.622172937,1.6,,17031320600,Cash,Taxi Affiliation Services,540,32,0.0
8,8.25,11,12,1,1384692300,41.892042136,-87.63186395,41.870607372,-87.622172937,0.0,,17031320600,Cash,Taxi Affiliation Services,540,32,0.0
8,7.45,4,21,7,1397336400,41.892042136,-87.63186395,41.870607372,-87.622172937,1.6,,17031320600,Credit Card,,480,32,2.0
8,8.25,4,0,7,1396657800,41.892042136,-87.63186395,41.87101588,-87.631406525,1.9,,17031839000,Cash,Choice Taxi Association,660,32,0.0
8,6.05,9,22,3,1441752300,41.892042136,-87.63186395,41.87101588,-87.631406525,1.1,,17031839000,Credit Card,,360,32,2.0
8,5.45,10,1,5,1381368600,41.892042136,-87.63186395,41.899155613,-87.626210532,1.0,,17031081201,Cash,Dispatch Taxi Affiliation,240,8,0.0
8,5.05,3,15,6,1362151800,41.892042136,-87.63186395,41.899155613,-87.626210532,0.0,,17031081201,Cash,Northwest Management LLC,360,8,0.0
8,5.25,12,12,4,1418214600,41.892042136,-87.63186395,41.899155613,-87.626210532,0.7,,17031081201,Cash,Dispatch Taxi Affiliation,300,8,0.0
8,5.45,4,3,1,1397358000,41.892042136,-87.63186395,41.899155613,-87.626210532,0.0,,17031081201,Cash,Taxi Affiliation Services,240,8,0.0
8,5.65,10,10,3,1412678700,41.892042136,-87.63186395,41.899155613,-87.626210532,1.2,,17031081201,Credit Card,,240,8,1.0
8,5.25,8,13,6,1376660700,41.892042136,-87.63186395,41.899155613,-87.626210532,0.0,,17031081201,Credit Card,Taxi Affiliation Services,300,8,1.0
8,8.65,7,12,1,1374408900,41.892042136,-87.63186395,41.899155613,-87.626210532,0.0,,17031081201,Cash,Taxi Affiliation Services,780,8,0.0
8,6.05,8,21,5,1440104400,41.892042136,-87.63186395,41.899155613,-87.626210532,1.0,,17031081201,Cash,Taxi Affiliation Services,420,8,0.0
8,4.85,10,1,1,1413076500,41.892042136,-87.63186395,41.899155613,-87.626210532,0.5,,17031081201,Cash,Dispatch Taxi Affiliation,240,8,0.0
8,4.85,7,12,7,1406377800,41.892042136,-87.63186395,41.899155613,-87.626210532,0.0,,17031081201,Cash,Taxi Affiliation Services,180,8,0.0
8,4.84,3,21,3,1393969500,41.892042136,-87.63186395,41.899155613,-87.626210532,0.6,,17031081201,Credit Card,,240,8,3.0
8,6.65,5,13,6,1400247900,41.892042136,-87.63186395,41.899155613,-87.626210532,0.8,,17031081201,Cash,Choice Taxi Association,540,8,0.0
8,5.85,11,21,2,1415051100,41.892042136,-87.63186395,41.899155613,-87.626210532,1.1,,17031081201,Cash,,300,8,0.0
8,5.85,5,22,7,1368312300,41.892042136,-87.63186395,41.899155613,-87.626210532,1.1,,17031081201,Cash,,300,8,0.0
8,12.85,2,21,6,1359754200,41.892042136,-87.63186395,41.942691844,-87.651770507,4.8,,17031062100,Cash,,720,6,0.0
8,16.45,6,0,5,1435192200,41.892042136,-87.63186395,41.972929317,-87.650290074,6.8,,17031031300,Cash,,900,3,0.0
8,18.05,2,1,1,1391910300,41.892042136,-87.63186395,41.972929317,-87.650290074,0.76,,17031031300,Credit Card,,840,3,3.61
8,13.25,12,1,7,1386378000,41.892042136,-87.63186395,41.945282331,-87.661545096,0.1,,17031061500,Credit Card,Dispatch Taxi Affiliation,1200,6,2.85
8,32.45,5,15,1,1431270900,41.892042136,-87.63186395,41.785998518,-87.750934289,0.8,,17031980100,Credit Card,Taxi Affiliation Services,3120,56,10.6
8,27.65,9,12,5,1410436800,41.892042136,-87.63186395,41.785998518,-87.750934289,12.8,,17031980100,Credit Card,Taxi Affiliation Services,1560,56,4.0
8,27.05,8,12,7,1409400000,41.892042136,-87.63186395,41.785998518,-87.750934289,12.8,,17031980100,Credit Card,,1260,56,5.81
8,28.05,6,8,7,1435392900,41.892042136,-87.63186395,41.785998518,-87.750934289,12.9,,17031980100,Cash,,1320,56,0.0
8,30.05,5,13,1,1367761500,41.892042136,-87.63186395,41.785998518,-87.750934289,13.5,,17031980100,Cash,,1740,56,0.0
8,4.45,4,16,7,1397320200,41.892042136,-87.63186395,41.89321636,-87.63784421,7.0,,17031081800,Cash,Dispatch Taxi Affiliation,180,8,0.0
8,5.05,11,1,7,1416015000,41.892042136,-87.63186395,41.89321636,-87.63784421,0.0,,17031081800,Cash,Taxi Affiliation Services,300,8,0.0
8,4.05,6,21,2,1434402900,41.892042136,-87.63186395,41.89321636,-87.63784421,0.3,,17031081800,Credit Card,Northwest Management LLC,120,8,2.0
8,4.65,3,4,7,1395460800,41.892042136,-87.63186395,41.89321636,-87.63784421,0.5,,17031081800,Cash,Dispatch Taxi Affiliation,180,8,0.0
8,13.45,5,10,6,1368784800,41.892042136,-87.63186395,41.89321636,-87.63784421,0.16,,17031081800,Cash,,1620,8,0.0
8,4.45,10,23,5,1414107900,41.892042136,-87.63186395,41.89321636,-87.63784421,0.6,,17031081800,Cash,,120,8,0.0
8,4.5,7,0,7,1469839500,41.892042136,-87.63186395,41.89321636,-87.63784421,0.4,,17031081800,Cash,,180,8,0.0
8,4.45,9,2,2,1409537700,41.892042136,-87.63186395,41.89321636,-87.63784421,0.0,,17031081800,Cash,Taxi Affiliation Services,180,8,0.0
8,4.85,12,20,3,1451421900,41.892042136,-87.63186395,41.89321636,-87.63784421,0.6,,17031081800,Cash,,180,8,0.0
8,4.25,5,14,6,1430489700,41.892042136,-87.63186395,41.89321636,-87.63784421,0.3,,17031081800,Cash,,180,8,0.0
8,5.25,1,1,7,1452303000,41.892042136,-87.63186395,41.89321636,-87.63784421,0.6,,17031081800,Cash,Taxi Affiliation Services,300,8,0.0
8,6.05,3,1,6,1394758800,41.892042136,-87.63186395,41.89321636,-87.63784421,10.0,,17031081800,Cash,Taxi Affiliation Services,360,8,0.0
8,4.65,1,10,2,1389607200,41.892042136,-87.63186395,41.89321636,-87.63784421,0.0,,17031081800,Credit Card,Taxi Affiliation Services,180,8,1.0
8,6.25,12,3,7,1480736700,41.892042136,-87.63186395,41.89321636,-87.63784421,0.97,,17031081800,Cash,,334,8,0.0
